"knihy_id","isbn","nazev","pocet_stran","rok_vydani","misto_vydani","nakladatel","vydani","druhy_id","jazyky_id","autor","edice"
"1477","ISBN 978-80-251-2887-9","Business Intelligence v SQL Serveru 2008 : reportovací, analytické a další datové služby","456","2009","Brno","Computer Press","1","1","1","Ľuboslav Lacko",""
"1480","ISBN 978-80-251-2329-4","Mistrovství v Microsoft SQL Server 2008 : [kompletní průvodce databázového experta]","864","2009","Brno","Computer Press","","1","1","R. E. Walters",""
"1481","ISBN 978-80-247-3986-1","Excel 2010 : práce s databázemi a kontingenčními tabulkami","168","2011","Praha","Grada","","1","1","Marek Laurenčík",""
"1485","ISBN 978-80-251-3575-4","Microsoft Excel 2007/2010 : hotová řešení","256","2010","Brno","Computer Press","","1","1","Josef Pecinovský",""
"1490","ISBN 978-80-251-3539-6","HTML5 : programujeme moderní webové aplikace","304","2011","Brno","Computer Press","1","1","1","Lubbers, Peter -- Albers, Brian -- Salim, Frank",""
"1491","ISBN 978-80-7413-147-9","HTML5 - audio a video : kompletní průvodce","350","2011","Brno","Zoner Press","","1","1","Pfeiffer, Silvia",""
"1492","ISBN 978-80-7413-035-9","MySQL profesionálně : optimalizace pro vysoký výkon","712","2009","Brno","Zoner Press","1","1","1","Kol.",""
"1494","ISBN 80-7261-145-3","Jak posoudit finanční zdraví firmy","194","2006","Praha","Management Press","3","1","1","Blaha, Zdenek Sid -- Jindřichovská, Irena",""
"1495","ISBN 80-7261-052-X","Corporate governance : správa a řízení obchodních společností","126","2001","Praha","Management Press","1","1","1","Klírová, Jana",""
"1496","ISBN 978-80-247-1844-6","Plánování a kontrola : klíč k úspěchu","135","2007","Praha","Grada","1","1","1","Žůrková, Hana",""
"1500","ISBN 978-1-58488-996-0","Constrained clustering : advances in algorithms, theory, and applications","441","2009","Boca Raton","CRC Press","1","1","2","Basu, Sugato -- Davidson, Ian","Chapman & Hall/CRC data mining and knowledge discovery series"
"1506","ISBN 0-201-35752-6","Foundations of multithreaded, parallel, and distributed programming","664","2000","Reading, Mass.","Addison-Wesley","","1","2","Andrews, Gregory R.",""
"1507","ISBN 978-80-251-3222-7","Microsoft Office 2010 : podrobná uživatelská příručka","491","2010","Brno","Computer Press","1","1","1","Barilla, Jiří",""
"1510","ISBN 978-80-247-3898-7","Excel a Access 2010 : efektivní zpracování dat na počítači","198","2011","Praha","Grada","2","1","1","Pecinovský, Josef",""
"1511","ISBN 978-80-87106-43-3","Průvodce tvorbou dokumentů","222","2011","Bučovice","Martin Stříž","1","1","1","Rybička, Jiří -- Přichystal, Jan -- Čačková, Petra",""
"1514","ISBN 978-80-7402-073-5","Excel 2007-2010 v příkladech","128","2011","Kralice na Hané","Computer Media","2","1","1","Matúš, Zdeněk",""
"1516","ISBN 978-80-7431-039-3","Statistika v terénních průzkumech","236","2011","Praha","Professional Publishing","2","1","1","Iva Pecáková",""
"1521","ISBN 978-80-247-3243-5","Průvodce základními statistickými metodami","272","2010","Praha","Grada","1","1","1","Marie Budíková Maria Králová Bohumil Maroš",""
"1523","ISBN 978-80-245-1397-3","Finanční analýza a finanční plánování ve firemní praxi","191","2008","Praha","Oeconomica","1","1","1","Pavel Marinič",""
"1526","ISBN 978-80-251-3116-9","Platforma NetBeans : podrobný průvodce programátora","320","2010","Brno","Computer Press","1","1","1","Heiko Böck",""
"1530","ISBN 978-80-251-2967-8","Grafický design : typografie","175","2010","Brno","Computer Press","1","1","1","Gavin Ambrose Paul Harris",""
"1533","ISBN 978-0-321-65621-6","The non-designer\'s presentation book : principles for effective presentation design","158","2010","Berkeley, Calif.","Peachpit Press","1","1","2","Robin Williams",""
"1535","","Ekonomický slovník : anglicko-český a česko-anglický : anglicko-slovenský a slovensko-anglický","","2009","Brno","","","2","1","",""
"1537","ISBN 978-80-87062-26-5","Lexicon platinum : anglicko-český a česko-anglický největší slovník : anglicko-slovenský a slovensko-anglický najväčší slovník","","2008","Brno","","","2","1","",""
"1538","ISBN 0-321-48681-1","Compilers : principles, techniques, & tools","1009","2007","Boston","Pearson/Addison Wesley","2","1","2","Alfred V Aho",""
"1540","ISBN 997-29733-1-X","Arboles utiles de la Amazonia peruana : un manual con apuntes de identificacion, ecologia y propagacion de las especies","506","2003","Lima","","","1","4","Carlos R. Reynel",""
